ds,cutoff,y,AutoARIMA,AutoETS,SeasonalNaive
2017-07-06,2017-06-28,7.666222,7.249632,7.335535,7.0166097
2017-07-07,2017-06-28,7.6275444,7.316029,7.8840227,7.5709586
2017-07-08,2017-06-28,7.700748,7.299794,7.8706274,7.532624
2017-07-09,2017-06-28,7.425954,7.2895494,7.5666394,7.4289274
2017-07-10,2017-06-28,7.179308,7.2803774,7.3316607,7.3821244
2017-07-11,2017-06-28,6.9994226,7.264692,7.1610093,7.261927
2017-07-12,2017-06-28,7.344719,7.2540183,7.3910394,7.3815017
2017-07-13,2017-06-28,7.418181,7.244896,7.335535,7.0166097
2017-07-14,2017-06-28,7.750184,7.2356424,7.8840227,7.5709586
2017-07-15,2017-07-14,7.765569,7.7685046,7.8491073,7.700748
2017-07-16,2017-07-14,7.5933743,7.6319647,7.534153,7.425954
2017-07-17,2017-07-14,7.3225102,7.4948387,7.2937965,7.179308
2017-07-18,2017-07-14,7.2548847,7.393553,7.104214,6.9994226
2017-07-19,2017-07-14,7.5310163,7.466157,7.354068,7.344719
2017-07-20,2017-07-14,7.6177597,7.5302486,7.3346877,7.418181
2017-07-21,2017-07-14,7.794411,7.5734224,7.757803,7.750184
2017-07-22,2017-07-14,8.350194,7.5623684,7.8491073,7.700748
2017-07-23,2017-07-14,8.156223,7.510169,7.534153,7.425954
2017-07-24,2017-07-14,7.4500794,7.455306,7.2937965,7.179308
2017-07-25,2017-07-14,7.469654,7.4246435,7.104214,6.9994226
2017-07-26,2017-07-14,7.418781,7.4629164,7.354068,7.344719
2017-07-27,2017-07-14,7.3518,7.449373,7.3346877,7.418181
2017-07-28,2017-07-14,7.6824822,7.496398,7.757803,7.750184
2017-07-29,2017-07-14,7.786967,7.483416,7.8491073,7.700748
2017-07-30,2017-07-14,7.720018,7.4684143,7.534153,7.425954
2017-07-31,2017-07-30,7.4960976,7.5216217,7.3393965,7.4500794
2017-08-01,2017-07-30,7.4483337,7.5238748,7.2301445,7.469654
2017-08-02,2017-07-30,7.5827384,7.497734,7.4231386,7.418781
2017-08-03,2017-07-30,7.512071,7.483884,7.431799,7.3518
2017-08-04,2017-07-30,7.6643467,7.5642877,7.8170586,7.6824822
2017-08-05,2017-07-30,7.853216,7.6430902,7.9805675,7.786967
2017-08-06,2017-07-30,7.6879973,7.608285,7.7008295,7.720018
2017-08-07,2017-07-30,7.5464463,7.4952707,7.3393965,7.4500794
2017-08-08,2017-07-30,7.2137685,7.492573,7.2301445,7.469654
2017-08-09,2017-07-30,7.4866133,7.45639,7.4231386,7.418781
2017-08-10,2017-07-30,8.046869,7.4389057,7.431799,7.3518
2017-08-11,2017-07-30,8.751316,7.4722424,7.8170586,7.6824822
2017-08-12,2017-07-30,8.304495,7.457305,7.9805675,7.786967
2017-08-13,2017-07-30,7.7137847,7.446185,7.7008295,7.720018
2017-08-14,2017-07-30,7.6921134,7.4378676,7.3393965,7.4500794
2017-08-15,2017-07-30,7.4006205,7.428339,7.2301445,7.469654
2017-06-29,2017-06-28,7.226936,7.3347373,7.2114124,7.20786
2017-06-30,2017-06-28,7.36518,7.3715878,7.54004,7.3238306
2017-07-01,2017-06-28,7.786552,7.4722476,7.6661153,7.521859
2017-07-02,2017-06-28,7.632401,7.3887396,7.3273654,7.4454174
2017-07-03,2017-06-28,7.4860525,7.360541,7.168388,7.1876574
2017-07-04,2017-06-28,7.2283883,7.3256855,7.1287804,7.1770186
2017-07-05,2017-06-28,7.5126176,7.3675065,7.351022,7.347944
2017-07-06,2017-06-28,7.182352,7.3565936,7.2114124,7.20786
2017-07-07,2017-06-28,7.5342283,7.387103,7.54004,7.3238306
2017-07-08,2017-06-28,7.4764724,7.4456525,7.6661153,7.521859
2017-07-09,2017-06-28,7.527794,7.4154267,7.3273654,7.4454174
2017-07-10,2017-06-28,7.198931,7.3567863,7.168388,7.1876574
2017-07-11,2017-06-28,7.0308576,7.348611,7.1287804,7.1770186
2017-07-12,2017-06-28,7.2896104,7.3914456,7.351022,7.347944
2017-07-13,2017-06-28,7.2048926,7.386824,7.2114124,7.20786
2017-07-14,2017-06-28,7.507141,7.39973,7.54004,7.3238306
2017-07-15,2017-07-14,7.570443,7.5604143,7.6561933,7.4764724
2017-07-16,2017-07-14,7.5745583,7.529594,7.3761187,7.527794
2017-07-17,2017-07-14,7.3702307,7.4347653,7.15446,7.198931
2017-07-18,2017-07-14,7.4454174,7.3540564,7.0861683,7.0308576
2017-07-19,2017-07-14,7.437795,7.458464,7.3437896,7.2896104
2017-07-20,2017-07-14,7.32185,7.3749385,7.1895185,7.2048926
2017-07-21,2017-07-14,7.7358704,7.50034,7.5079107,7.507141
2017-07-22,2017-07-14,8.001355,7.4973383,7.6561933,7.4764724
2017-07-23,2017-07-14,7.913155,7.5028143,7.3761187,7.527794
2017-07-24,2017-07-14,7.4667993,7.4176426,7.15446,7.198931
2017-07-25,2017-07-14,7.394493,7.368586,7.0861683,7.0308576
2017-07-26,2017-07-14,7.385851,7.44071,7.3437896,7.2896104
2017-07-27,2017-07-14,7.375882,7.4086432,7.1895185,7.2048926
2017-07-28,2017-07-14,7.5786567,7.4934807,7.5079107,7.507141
2017-07-29,2017-07-14,7.6657534,7.5041337,7.6561933,7.4764724
2017-07-30,2017-07-14,7.645876,7.4986115,7.3761187,7.527794
2017-07-31,2017-07-30,7.435438,7.522486,7.328788,7.4667993
2017-08-01,2017-07-30,7.6939373,7.5251613,7.282373,7.394493
2017-08-02,2017-07-30,7.706163,7.5225644,7.478236,7.385851
2017-08-03,2017-07-30,7.369601,7.4966755,7.38358,7.375882
2017-08-04,2017-07-30,7.592366,7.618402,7.6926165,7.5786567
2017-08-05,2017-07-30,7.6774006,7.6890645,7.8417497,7.6657534
2017-08-06,2017-07-30,7.557995,7.667128,7.6336308,7.645876
2017-08-07,2017-07-30,7.473069,7.5522313,7.328788,7.4667993
2017-08-08,2017-07-30,7.2167096,7.5375085,7.282373,7.394493
2017-08-09,2017-07-30,7.5873103,7.5352483,7.478236,7.385851
2017-08-10,2017-07-30,7.675546,7.5287127,7.38358,7.375882
2017-08-11,2017-07-30,8.397058,7.5921783,7.6926165,7.5786567
2017-08-12,2017-07-30,8.026824,7.6225915,7.8417497,7.6657534
2017-08-13,2017-07-30,7.582229,7.6146536,7.6336308,7.645876
2017-08-14,2017-07-30,7.475906,7.5690293,7.328788,7.4667993
2017-08-15,2017-07-30,7.2806973,7.5670652,7.282373,7.394493
2017-06-29,2017-06-28,0.0,0.77492267,0.8039889,0.0
2017-06-30,2017-06-28,0.0,0.87971467,0.8039889,0.6931472
2017-07-01,2017-06-28,1.0986123,0.88756686,0.8039889,1.3862944
2017-07-02,2017-06-28,0.6931472,0.8336312,0.8039889,0.6931472
2017-07-03,2017-06-28,0.0,0.8213003,0.8039889,0.6931472
2017-07-04,2017-06-28,1.0986123,0.7723283,0.8039889,0.0
2017-07-05,2017-06-28,0.0,0.85704076,0.8039889,1.609438
2017-07-06,2017-06-28,1.3862944,0.80375856,0.8039889,0.0
2017-07-07,2017-06-28,0.6931472,0.8054235,0.8039889,0.6931472
2017-07-08,2017-06-28,0.0,0.80253386,0.8039889,1.3862944
2017-07-09,2017-06-28,1.3862944,0.796874,0.8039889,0.6931472
2017-07-10,2017-06-28,0.0,0.7941786,0.8039889,0.6931472
2017-07-11,2017-06-28,0.6931472,0.78984296,0.8039889,0.0
2017-07-12,2017-06-28,0.0,0.7934963,0.8039889,1.609438
2017-07-13,2017-06-28,0.0,0.7895349,0.8039889,0.0
2017-07-14,2017-06-28,0.0,0.7889221,0.8039889,0.6931472
2017-07-15,2017-07-14,0.0,0.27819774,0.28025195,0.0
2017-07-16,2017-07-14,0.6931472,0.3908839,0.28025195,1.3862944
2017-07-17,2017-07-14,0.0,0.38683534,0.28025195,0.0
2017-07-18,2017-07-14,0.6931472,0.4665365,0.28025195,0.6931472
2017-07-19,2017-07-14,0.6931472,0.46963438,0.28025195,0.0
2017-07-20,2017-07-14,0.0,0.49851155,0.28025195,0.0
2017-07-21,2017-07-14,0.0,0.52125835,0.28025195,0.0
2017-07-22,2017-07-14,1.0986123,0.5526804,0.28025195,0.0
2017-07-23,2017-07-14,0.0,0.5722549,0.28025195,1.3862944
2017-07-24,2017-07-14,0.6931472,0.58316064,0.28025195,0.0
2017-07-25,2017-07-14,0.0,0.5957738,0.28025195,0.6931472
2017-07-26,2017-07-14,1.0986123,0.60280716,0.28025195,0.0
2017-07-27,2017-07-14,0.0,0.60962915,0.28025195,0.0
2017-07-28,2017-07-14,1.0986123,0.6150011,0.28025195,0.0
2017-07-29,2017-07-14,0.0,0.61988705,0.28025195,0.0
2017-07-30,2017-07-14,1.609438,0.6234832,0.28025195,1.3862944
2017-07-31,2017-07-30,0.6931472,0.6667647,0.67723775,0.6931472
2017-08-01,2017-07-30,1.0986123,0.80957144,0.67723775,0.0
2017-08-02,2017-07-30,0.6931472,0.697662,0.67723775,1.0986123
2017-08-03,2017-07-30,0.0,0.7054836,0.67723775,0.0
2017-08-04,2017-07-30,0.0,0.6887922,0.67723775,1.0986123
2017-08-05,2017-07-30,1.3862944,0.68577486,0.67723775,0.0
2017-08-06,2017-07-30,0.6931472,0.68076956,0.67723775,1.609438
2017-08-07,2017-07-30,0.0,0.67759675,0.67723775,0.6931472
2017-08-08,2017-07-30,0.6931472,0.6745171,0.67723775,0.0
2017-08-09,2017-07-30,0.0,0.6718839,0.67723775,1.0986123
2017-08-10,2017-07-30,0.0,0.66948235,0.67723775,0.0
2017-08-11,2017-07-30,0.0,0.6673259,0.67723775,1.0986123
2017-08-12,2017-07-30,1.3862944,0.6653722,0.67723775,0.0
2017-08-13,2017-07-30,1.609438,0.6636053,0.67723775,1.609438
2017-08-14,2017-07-30,0.0,0.6620053,0.67723775,0.6931472
2017-08-15,2017-07-30,0.6931472,0.66055685,0.67723775,0.0
2017-06-29,2017-06-28,6.2576675,6.778131,6.6537895,6.3189683
2017-06-30,2017-06-28,6.727432,6.8340898,6.8445888,6.8480053
2017-07-01,2017-06-28,7.336937,6.9429245,7.0079775,7.0405364
2017-07-02,2017-06-28,7.4826818,6.9969935,7.11985,7.437795
2017-07-03,2017-06-28,7.536364,6.896469,6.8388004,6.8906093
2017-07-04,2017-06-28,6.5792513,6.8034806,6.732596,6.7214255
2017-07-05,2017-06-28,6.6093493,6.8482776,6.776218,6.558198
2017-07-06,2017-06-28,6.3261495,6.741838,6.6535625,6.3189683
2017-07-07,2017-06-28,6.7262335,6.8609424,6.8444066,6.8480053
2017-07-08,2017-06-28,6.951772,6.9136558,7.007831,7.0405364
2017-07-09,2017-06-28,7.179308,7.0043607,7.119733,7.437795
2017-07-10,2017-06-28,6.6821084,6.876667,6.8387065,6.8906093
2017-07-11,2017-06-28,6.5206213,6.83063,6.73252,6.7214255
2017-07-12,2017-06-28,6.7117405,6.800457,6.7761574,6.558198
2017-07-13,2017-06-28,6.222576,6.836232,6.653514,6.3189683
2017-07-14,2017-06-28,6.650279,6.8608146,6.8443675,6.8480053
2017-07-15,2017-07-14,7.0501227,6.87784,6.9171658,6.951772
2017-07-16,2017-07-14,7.387709,6.9606347,7.032545,7.179308
2017-07-17,2017-07-14,6.818924,6.9264216,6.7614765,6.6821084
2017-07-18,2017-07-14,7.100852,6.7053456,6.5948744,6.5206213
2017-07-19,2017-07-14,6.9930153,6.7332644,6.6495037,6.7117405
2017-07-20,2017-07-14,6.7044144,6.619737,6.4709263,6.222576
2017-07-21,2017-07-14,6.7753663,6.7521887,6.7145615,6.650279
2017-07-22,2017-07-14,7.1996784,6.8253746,6.9169865,6.951772
2017-07-23,2017-07-14,7.184629,6.8833613,7.032402,7.179308
2017-07-24,2017-07-14,7.1514854,6.772493,6.761362,6.6821084
2017-07-25,2017-07-14,7.12206,6.7138424,6.594783,6.5206213
2017-07-26,2017-07-14,6.603944,6.7580533,6.6494308,6.7117405
2017-07-27,2017-07-14,6.4599047,6.6403613,6.4708676,6.222576
2017-07-28,2017-07-14,6.510258,6.746845,6.7145147,6.650279
2017-07-29,2017-07-14,7.379632,6.8037925,6.9169493,6.951772
2017-07-30,2017-07-14,7.5422134,6.8278933,7.032372,7.179308
2017-07-31,2017-07-30,6.98749,7.0286407,6.980878,7.1514854
2017-08-01,2017-07-30,7.4616404,7.0462236,6.8492675,7.12206
2017-08-02,2017-07-30,7.3543625,6.936472,6.848624,6.603944
2017-08-03,2017-07-30,6.2461066,6.8520737,6.665103,6.4599047
2017-08-04,2017-07-30,6.570883,6.8702307,6.88774,6.510258
2017-08-05,2017-07-30,6.9157233,7.0560613,7.1639442,7.379632
2017-08-06,2017-07-30,7.235619,7.07024,7.284331,7.5422134
2017-08-07,2017-07-30,6.6280413,7.00707,6.9811,7.1514854
2017-08-08,2017-07-30,6.410175,7.002584,6.8494463,7.12206
2017-08-09,2017-07-30,6.3099184,6.878401,6.8487687,6.603944
2017-08-10,2017-07-30,6.4002576,6.8380103,6.6652193,6.4599047
2017-08-11,2017-07-30,6.505784,6.850893,6.887834,6.510258
2017-08-12,2017-07-30,6.516193,7.0594344,7.16402,7.379632
2017-08-13,2017-07-30,6.9555926,7.0961933,7.284392,7.5422134
2017-08-14,2017-07-30,6.317165,6.978074,6.981149,7.1514854
2017-08-15,2017-07-30,6.637258,6.9813943,6.849486,7.12206
2017-06-29,2017-06-28,6.9574976,6.2666125,7.1956434,6.8648477
2017-06-30,2017-06-28,7.345365,6.3546205,7.318368,7.4529824
2017-07-01,2017-06-28,7.939515,5.531234,7.4824166,7.5115247
2017-07-02,2017-06-28,8.087026,5.7003417,7.5096917,7.9287663
2017-07-03,2017-06-28,7.5898414,4.9375863,7.317907,7.2320104
2017-07-04,2017-06-28,7.2247534,4.2623014,7.171891,7.089243
2017-07-05,2017-06-28,7.21524,4.2826266,7.2663865,7.2137685
2017-07-06,2017-06-28,6.891626,3.3904202,7.1956587,6.8648477
2017-07-07,2017-06-28,7.093405,3.3886874,7.3183804,7.4529824
2017-07-08,2017-06-28,7.4054956,2.4908202,7.4824266,7.5115247
2017-07-09,2017-06-28,7.6033993,2.7445984,7.5096993,7.9287663
2017-07-10,2017-06-28,7.136483,2.0521247,7.3179135,7.2320104
2017-07-11,2017-06-28,6.910751,1.6584054,7.171896,7.089243
2017-07-12,2017-06-28,6.9865665,1.6225224,7.2663903,7.2137685
2017-07-13,2017-06-28,6.733402,1.0172038,7.195662,6.8648477
2017-07-14,2017-06-28,7.2943773,1.0888326,7.3183827,7.4529824
2017-07-15,2017-07-14,7.8228455,6.5930967,7.4735827,7.4054956
2017-07-16,2017-07-14,7.907284,6.714082,7.518125,7.6033993
2017-07-17,2017-07-14,7.4442487,6.0915823,7.2888126,7.136483
2017-07-18,2017-07-14,7.309212,5.2540603,7.124626,6.910751
2017-07-19,2017-07-14,7.427144,5.0418453,7.2124453,6.9865665
2017-07-20,2017-07-14,7.192182,4.1051626,7.102899,6.733402
2017-07-21,2017-07-14,7.21524,4.398722,7.2749934,7.2943773
2017-07-22,2017-07-14,7.46451,3.584224,7.4729214,7.4054956
2017-07-23,2017-07-14,7.5234814,3.749193,7.5175934,7.6033993
2017-07-24,2017-07-14,7.805067,3.1584365,7.288386,7.136483
2017-07-25,2017-07-14,7.3336763,2.5950482,7.1242833,6.910751
2017-07-26,2017-07-14,7.192934,2.3926182,7.21217,6.9865665
2017-07-27,2017-07-14,7.0085053,1.5848651,7.102678,6.733402
2017-07-28,2017-07-14,7.4283333,1.7984326,7.2748156,7.2943773
2017-07-29,2017-07-14,7.6870804,1.2874771,7.4727783,7.4054956
2017-07-30,2017-07-14,7.8054748,1.4080641,7.517479,7.6033993
2017-07-31,2017-07-30,7.4894123,7.24551,7.3974953,7.805067
2017-08-01,2017-07-30,8.0497465,6.6585608,7.214701,7.3336763
2017-08-02,2017-07-30,7.709757,6.14377,7.2893963,7.192934
2017-08-03,2017-07-30,6.9382844,5.124488,7.167996,7.0085053
2017-08-04,2017-07-30,7.229839,4.9339585,7.346842,7.4283333
2017-08-05,2017-07-30,7.391415,4.4579344,7.5707,7.6870804
2017-08-06,2017-07-30,7.716906,4.48973,7.6216493,7.8054748
2017-08-07,2017-07-30,7.133296,4.0944266,7.3978744,7.805067
2017-08-08,2017-07-30,6.84588,3.616486,7.2150054,7.3336763
2017-08-09,2017-07-30,6.8046145,3.2027366,7.28964,7.192934
2017-08-10,2017-07-30,6.905753,2.4037626,7.168191,7.0085053
2017-08-11,2017-07-30,7.281386,2.2782319,7.346998,7.4283333
2017-08-12,2017-07-30,6.9884133,1.8511416,7.5708256,7.6870804
2017-08-13,2017-07-30,7.415777,1.8992718,7.6217494,7.8054748
2017-08-14,2017-07-30,6.975414,1.369993,7.397955,7.805067
2017-08-15,2017-07-30,7.003974,1.2580634,7.21507,7.3336763
2017-06-29,2017-06-28,0.0,0.5920653,0.6142702,0.0
2017-06-30,2017-06-28,0.6931472,0.6309896,0.6142702,0.6931472
2017-07-01,2017-06-28,1.0986123,0.6760755,0.6142702,1.3862944
2017-07-02,2017-06-28,1.0986123,0.67607105,0.6142702,1.3862944
2017-07-03,2017-06-28,0.0,0.63546664,0.6142702,0.6931472
2017-07-04,2017-06-28,0.6931472,0.5890811,0.6142702,0.0
2017-07-05,2017-06-28,0.6931472,0.63530034,0.6142702,0.6931472
2017-07-06,2017-06-28,1.3862944,0.62895626,0.6142702,0.0
2017-07-07,2017-06-28,0.0,0.62895626,0.6142702,0.6931472
2017-07-08,2017-06-28,1.0986123,0.62895626,0.6142702,1.3862944
2017-07-09,2017-06-28,0.6931472,0.62895626,0.6142702,1.3862944
2017-07-10,2017-06-28,0.6931472,0.62895626,0.6142702,0.6931472
2017-07-11,2017-06-28,0.6931472,0.62895626,0.6142702,0.0
2017-07-12,2017-06-28,0.6931472,0.62895626,0.6142702,0.6931472
2017-07-13,2017-06-28,0.0,0.62895626,0.6142702,0.0
2017-07-14,2017-06-28,0.0,0.62895626,0.6142702,0.6931472
2017-07-15,2017-07-14,0.6931472,0.45049107,0.41397086,1.0986123
2017-07-16,2017-07-14,1.0986123,0.42359918,0.41397086,0.6931472
2017-07-17,2017-07-14,1.3862944,0.42359918,0.41397086,0.6931472
2017-07-18,2017-07-14,0.6931472,0.42359918,0.41397086,0.6931472
2017-07-19,2017-07-14,0.0,0.42359918,0.41397086,0.6931472
2017-07-20,2017-07-14,0.0,0.37762725,0.41397086,0.0
2017-07-21,2017-07-14,0.0,0.37762725,0.41397086,0.0
2017-07-22,2017-07-14,1.0986123,0.4075054,0.41397086,1.0986123
2017-07-23,2017-07-14,0.6931472,0.40572184,0.41397086,0.6931472
2017-07-24,2017-07-14,0.0,0.40572184,0.41397086,0.6931472
2017-07-25,2017-07-14,0.0,0.40572184,0.41397086,0.6931472
2017-07-26,2017-07-14,0.0,0.40572184,0.41397086,0.6931472
2017-07-27,2017-07-14,0.6931472,0.40267283,0.41397086,0.0
2017-07-28,2017-07-14,0.0,0.40267283,0.41397086,0.0
2017-07-29,2017-07-14,1.0986123,0.40465444,0.41397086,1.0986123
2017-07-30,2017-07-14,0.0,0.40453616,0.41397086,0.6931472
2017-07-31,2017-07-30,1.0986123,0.3356076,0.35790586,0.0
2017-08-01,2017-07-30,0.6931472,0.30852994,0.35790586,0.0
2017-08-02,2017-07-30,1.0986123,0.3214194,0.35790586,0.0
2017-08-03,2017-07-30,0.0,0.33938769,0.35790586,0.6931472
2017-08-04,2017-07-30,0.0,0.30060354,0.35790586,0.0
2017-08-05,2017-07-30,0.6931472,0.42085898,0.35790586,1.0986123
2017-08-06,2017-07-30,0.0,0.37511948,0.35790586,0.0
2017-08-07,2017-07-30,0.6931472,0.3504244,0.35790586,0.0
2017-08-08,2017-07-30,0.0,0.34616122,0.35790586,0.0
2017-08-09,2017-07-30,0.0,0.3087205,0.35790586,0.0
2017-08-10,2017-07-30,0.6931472,0.33334675,0.35790586,0.6931472
2017-08-11,2017-07-30,1.609438,0.30140114,0.35790586,0.0
2017-08-12,2017-07-30,0.0,0.38000274,0.35790586,1.0986123
2017-08-13,2017-07-30,0.0,0.32163575,0.35790586,0.0
2017-08-14,2017-07-30,0.6931472,0.32636258,0.35790586,0.0
2017-08-15,2017-07-30,0.0,0.31259084,0.35790586,0.0
2017-06-29,2017-06-28,7.553811,7.992085,7.829128,7.672292
2017-06-30,2017-06-28,8.023225,8.078271,7.987445,7.9476786
2017-07-01,2017-06-28,8.442901,8.2049265,8.315504,8.2247
2017-07-02,2017-06-28,8.79936,8.309312,8.5056925,8.707813
2017-07-03,2017-06-28,8.280711,8.162197,8.176255,8.119994
2017-07-04,2017-06-28,7.8920784,8.079707,7.9969354,7.969358
2017-07-05,2017-06-28,8.137689,8.046675,8.031695,7.860956
2017-07-06,2017-06-28,7.8228455,8.010008,7.82605,7.672292
2017-07-07,2017-06-28,7.8845763,8.080456,7.984973,7.9476786
2017-07-08,2017-06-28,8.096209,8.158506,8.3135195,8.2247
2017-07-09,2017-06-28,8.652074,8.273678,8.504098,8.707813
2017-07-10,2017-06-28,8.215548,8.1299305,8.174974,8.119994
2017-07-11,2017-06-28,7.7279754,8.08504,7.995907,7.969358
2017-07-12,2017-06-28,7.9287663,8.05747,8.0308695,7.860956
2017-07-13,2017-06-28,7.6708946,8.0770445,7.8253865,7.672292
2017-07-14,2017-06-28,7.752335,8.106909,7.9844403,7.9476786
2017-07-15,2017-07-14,8.262817,8.141155,8.26617,8.096209
2017-07-16,2017-07-14,8.72875,8.326926,8.517053,8.652074
2017-07-17,2017-07-14,8.044947,8.144516,8.141355,8.215548
2017-07-18,2017-07-14,7.8838234,7.978314,7.913473,7.7279754
2017-07-19,2017-07-14,7.939872,8.063955,7.987735,7.9287663
2017-07-20,2017-07-14,7.7160153,7.9540887,7.7423344,7.6708946
2017-07-21,2017-07-14,7.776535,7.9812164,7.916506,7.752335
2017-07-22,2017-07-14,8.1086235,8.094049,8.26539,8.096209
2017-07-23,2017-07-14,8.410053,8.239268,8.516428,8.652074
2017-07-24,2017-07-14,8.48694,8.11862,8.140854,8.215548
2017-07-25,2017-07-14,8.057694,7.990654,7.9130726,7.7279754
2017-07-26,2017-07-14,8.038835,8.046464,7.987414,7.9287663
2017-07-27,2017-07-14,7.762596,7.9748106,7.7420774,7.6708946
2017-07-28,2017-07-14,7.810353,7.9960704,7.9163,7.752335
2017-07-29,2017-07-14,8.325064,8.094553,8.265225,8.096209
2017-07-30,2017-07-14,8.731659,8.158124,8.516295,8.652074
2017-07-31,2017-07-30,8.170752,8.18999,8.193186,8.48694
2017-08-01,2017-07-30,8.133,8.058199,7.952288,8.057694
2017-08-02,2017-07-30,8.062118,8.06503,8.012873,8.038835
2017-08-03,2017-07-30,7.7084107,7.9695606,7.770816,7.762596
2017-08-04,2017-07-30,7.783224,7.990468,7.919834,7.810353
2017-08-05,2017-07-30,8.180601,8.151047,8.280255,8.325064
2017-08-06,2017-07-30,8.5512085,8.285808,8.557501,8.731659
2017-08-07,2017-07-30,7.9986715,8.2030945,8.193741,8.48694
2017-08-08,2017-07-30,7.6912003,8.092326,7.952732,8.057694
2017-08-09,2017-07-30,7.734559,8.089749,8.013227,8.038835
2017-08-10,2017-07-30,7.6024013,8.016531,7.7710996,7.762596
2017-08-11,2017-07-30,8.155075,8.029988,7.920061,7.810353
2017-08-12,2017-07-30,8.043343,8.163273,8.280437,8.325064
2017-08-13,2017-07-30,8.387768,8.269997,8.557647,8.731659
2017-08-14,2017-07-30,8.126223,8.145384,8.193857,8.48694
2017-08-15,2017-07-30,7.964851,8.098619,7.952825,8.057694
2017-06-29,2017-06-28,7.8965526,8.1757765,8.02505,7.8853292
2017-06-30,2017-06-28,8.173293,8.230094,8.146769,8.098035
2017-07-01,2017-06-28,8.488382,8.292377,8.3912735,8.374016
2017-07-02,2017-06-28,8.839856,8.319717,8.5148,8.756682
2017-07-03,2017-06-28,8.368229,8.260515,8.302978,8.159946
2017-07-04,2017-06-28,8.121778,8.211107,8.1292305,8.033982
2017-07-05,2017-06-28,8.310169,8.2300825,8.226889,8.122074
2017-07-06,2017-06-28,7.9211726,8.1904545,8.024822,7.8853292
2017-07-07,2017-06-28,8.033658,8.223692,8.146584,8.098035
2017-07-08,2017-06-28,8.272315,8.252404,8.391124,8.374016
2017-07-09,2017-06-28,8.714896,8.304646,8.514679,8.756682
2017-07-10,2017-06-28,8.332789,8.224037,8.302879,8.159946
2017-07-11,2017-06-28,7.9905767,8.210447,8.12915,8.033982
2017-07-12,2017-06-28,8.211483,8.2171755,8.226824,8.122074
2017-07-13,2017-06-28,7.988543,8.237342,8.02477,7.8853292
2017-07-14,2017-06-28,8.000349,8.23836,8.146541,8.098035
2017-07-15,2017-07-14,8.448272,8.2664585,8.392023,8.272315
2017-07-16,2017-07-14,8.83681,8.363518,8.562767,8.714896
2017-07-17,2017-07-14,8.392989,8.265692,8.309383,8.332789
2017-07-18,2017-07-14,8.138565,8.195033,8.115964,7.9905767
2017-07-19,2017-07-14,8.204398,8.246523,8.233043,8.211483
2017-07-20,2017-07-14,8.014005,8.177221,8.003529,7.988543
2017-07-21,2017-07-14,8.030735,8.181847,8.128225,8.000349
2017-07-22,2017-07-14,8.263848,8.236943,8.391281,8.272315
2017-07-23,2017-07-14,8.491876,8.291107,8.562174,8.714896
2017-07-24,2017-07-14,8.689128,8.251787,8.308908,8.332789
2017-07-25,2017-07-14,8.2804575,8.205,8.115583,7.9905767
2017-07-26,2017-07-14,8.183677,8.234852,8.232738,8.211483
2017-07-27,2017-07-14,8.00102,8.209215,8.003284,7.988543
2017-07-28,2017-07-14,8.005701,8.205006,8.12803,8.000349
2017-07-29,2017-07-14,8.464214,8.236716,8.391125,8.272315
2017-07-30,2017-07-14,8.8651705,8.238382,8.562048,8.714896
2017-07-31,2017-07-30,8.388451,8.326742,8.349077,8.689128
2017-08-01,2017-07-30,8.432724,8.251965,8.132856,8.2804575
2017-08-02,2017-07-30,8.323123,8.237734,8.22822,8.183677
2017-08-03,2017-07-30,7.8857055,8.199575,8.005662,8.00102
2017-08-04,2017-07-30,8.066208,8.202289,8.11206,8.005701
2017-08-05,2017-07-30,8.366836,8.2784,8.3936825,8.464214
2017-08-06,2017-07-30,8.67778,8.345633,8.604506,8.8651705
2017-08-07,2017-07-30,8.288534,8.317144,8.349907,8.689128
2017-08-08,2017-07-30,7.9585767,8.264662,8.133521,8.2804575
2017-08-09,2017-07-30,8.03236,8.245041,8.228752,8.183677
2017-08-10,2017-07-30,7.8659554,8.2229185,8.006088,8.00102
2017-08-11,2017-07-30,8.330864,8.224094,8.1124,8.005701
2017-08-12,2017-07-30,8.172165,8.28277,8.393955,8.464214
2017-08-13,2017-07-30,8.560444,8.334997,8.604724,8.8651705
2017-08-14,2017-07-30,8.332309,8.256302,8.350082,8.689128
2017-08-15,2017-07-30,8.2247,8.254685,8.133661,8.2804575
2017-06-29,2017-06-28,1.0986123,0.66976357,0.6161262,0.6931472
2017-06-30,2017-06-28,1.0986123,0.75161135,0.65243363,0.0
2017-07-01,2017-06-28,1.0986123,0.8603045,0.908081,1.7917595
2017-07-02,2017-06-28,1.609438,0.9982754,1.1042224,1.0986123
2017-07-03,2017-06-28,0.6931472,0.6112336,0.88704234,0.6931472
2017-07-04,2017-06-28,0.0,0.6989869,0.7547987,0.0
2017-07-05,2017-06-28,1.3862944,0.73481953,0.5334744,1.0986123
2017-07-06,2017-06-28,1.0986123,0.8466728,0.6161262,0.6931472
2017-07-07,2017-06-28,1.0986123,0.6663153,0.65243363,0.0
2017-07-08,2017-06-28,1.3862944,0.87752366,0.908081,1.7917595
2017-07-09,2017-06-28,0.0,0.7435952,1.1042224,1.0986123
2017-07-10,2017-06-28,1.609438,0.800942,0.88704234,0.6931472
